client_id,nps_score,response_time_hrs,escalations,satisfied
79,73,419.4,218.12,1
80,93,460.12,391.55,1
81,80,377.94,432.17,1
82,35,182.09,314.44,0
83,68,307.26,299.07,1
84,67,118.39,335.24,0
85,28,408.33,186.18,1
86,26,41.26,127.61,0
87,75,300.71,384.01,1
88,54,346.33,235.57,1
89,93,352.14,452.53,1
90,32,243.7,345.23,1
91,69,285.13,105.1,0
92,77,131.17,26.57,0
93,21,388.71,279.01,1
94,28,305.48,291.23,1
95,43,104.08,399.81,0
96,53,30.82,386.02,0
97,40,49.43,485.16,0
98,25,313.43,178.71,0
99,47,264.93,53.71,0
100,55,422.42,378.07,1
101,38,394.93,447.38,1
102,86,363.34,87.64,0
103,94,143.51,379.72,1
104,77,201.82,79.84,0
105,32,172.35,431.45,1
106,55,225.84,116.41,0
107,78,480.76,162.49,1
108,89,293.11,253.11,1
109,37,207.23,318.65,0
110,56,84.73,257.51,0
111,20,67.93,160.92,0
112,39,312.88,74.02,0
113,34,168.41,160.62,0
114,30,257.71,193.3,0
115,57,322.16,92.4,0
116,81,127.7,120.88,0
117,65,482.5,232.89,1
118,31,121.82,113.0,0
119,78,44.93,375.72,0
120,68,474.68,122.28,1
121,86,113.36,221.96,0
122,84,51.01,399.34,0
123,92,51.53,340.1,0
124,39,450.15,496.9,1
125,58,16.81,495.83,0
126,76,252.33,322.94,1
127,66,77.81,16.44,0
128,28,227.7,132.54,0
129,71,396.37,399.63,1
130,22,179.45,216.36,0
131,89,377.98,118.02,1
132,70,213.15,315.64,1
133,47,282.81,381.25,1
134,52,125.52,161.67,0
135,94,312.62,198.39,1
136,91,382.97,497.11,1
137,60,228.65,126.51,0
138,90,106.84,269.09,0
139,23,453.82,410.82,1
140,76,80.37,66.26,0
141,81,93.9,449.61,1
142,78,167.66,11.25,0
143,36,70.26,106.89,0
144,71,284.28,463.94,1
145,31,366.87,358.36,1
146,76,204.78,70.87,0
147,79,48.5,367.53,0
148,42,193.27,460.51,1
149,88,228.79,105.78,0
150,91,201.83,246.52,0
151,40,357.44,338.05,1
152,78,75.45,247.4,0
153,79,319.95,145.97,0
154,82,163.96,148.19,0
155,86,432.88,277.35,1
156,22,326.05,289.69,1
157,35,256.23,392.48,1
158,38,313.58,171.18,0
159,77,86.41,418.22,0
160,43,215.32,19.28,0
161,84,346.9,52.52,0
162,86,481.89,71.93,1
163,66,287.39,493.84,1
164,61,255.67,429.61,1
165,57,68.51,109.17,0
166,70,258.54,411.65,1
167,24,256.79,434.58,1
168,57,400.21,184.64,1
169,62,275.09,490.21,1
170,55,19.28,414.74,0
171,83,496.38,251.32,1
172,53,324.32,54.15,0
173,41,392.34,385.52,1
174,60,386.34,473.02,1
175,37,348.51,293.0,1
176,84,269.12,378.41,1
177,38,217.17,56.66,0
178,83,345.72,325.99,1
179,35,311.94,353.34,1
180,90,396.22,392.06,1
181,84,373.19,213.14,1
182,79,119.85,152.1,0
183,60,468.73,68.8,1
184,23,80.86,456.58,0
185,69,148.74,325.71,0
186,41,271.03,37.43,0
187,68,252.65,152.37,0
188,42,468.55,383.57,1
189,80,297.16,391.38,1
190,29,107.15,498.06,1
191,46,339.88,431.57,1
192,92,257.21,79.12,0
193,78,372.48,149.39,1
194,83,328.37,358.6,1
195,30,103.27,23.2,0
196,52,363.87,477.39,1
197,37,148.3,257.04,0
198,25,166.87,425.23,1
199,78,391.73,50.06,0
200,49,347.95,229.36,1
201,91,239.58,188.45,0
202,35,413.66,55.24,0
203,48,222.65,72.59,0
204,48,391.91,24.49,0
205,76,308.85,487.07,1
206,54,87.55,224.21,0
207,83,323.73,107.16,0
208,94,208.27,443.22,1
209,36,132.62,444.34,1
210,52,294.95,442.97,1
211,39,132.16,91.88,0
212,24,306.88,11.13,0
213,38,452.79,297.67,1
214,47,79.6,481.52,1
215,67,305.96,467.41,1
216,55,244.88,133.97,0
217,38,432.67,66.41,0
218,43,439.57,194.24,1
219,21,153.26,334.68,0
220,27,447.33,496.66,1
221,45,77.63,156.02,0
222,94,225.64,488.03,1
223,67,94.53,234.25,0
224,25,231.3,427.49,1
225,73,56.09,353.74,0
226,74,111.19,422.62,1
227,52,289.95,117.78,0
228,60,417.08,306.91,1
229,52,26.81,72.2,0
230,82,410.22,392.26,1
231,52,121.54,81.66,0
232,70,382.56,52.95,0
233,21,178.27,104.58,0
234,24,410.22,170.49,1
235,33,87.26,56.98,0
236,22,56.48,393.53,0
237,56,395.52,300.31,1
238,26,210.23,45.55,0
239,66,78.08,436.3,0
240,70,54.92,465.66,1
241,89,493.0,242.28,1
242,31,91.93,392.47,0
243,78,21.27,183.74,0
244,31,299.5,131.37,0
245,61,147.96,11.33,0
246,48,221.21,469.86,1
247,29,497.38,15.0,0
248,21,348.38,202.49,0
249,29,147.4,215.86,0
250,92,310.64,28.37,0
251,50,260.0,289.22,1
252,73,314.93,299.36,1
253,47,487.33,393.51,1
254,67,20.6,293.83,0
255,47,336.62,246.31,1
256,79,328.74,498.87,1
257,58,273.88,342.32,1
258,94,102.24,334.73,0
259,29,462.31,469.12,1
260,29,205.61,336.82,0
261,31,494.48,28.97,0
262,79,449.7,369.76,1
263,22,165.66,266.69,0
264,83,341.66,483.67,1
265,70,467.99,493.74,1
266,58,26.92,184.18,0
267,24,278.18,112.48,0
268,40,425.03,269.94,1
269,90,375.11,338.08,1
270,79,448.75,429.0,1
271,91,370.73,363.54,1
272,31,427.45,235.27,1
273,23,295.58,429.93,1
274,93,384.58,105.49,1
275,81,22.93,58.55,0
276,38,338.49,102.58,0
277,77,47.86,399.69,0
278,80,335.18,396.34,1
279,77,493.25,100.29,1
280,70,223.77,120.14,0
281,85,248.57,228.28,0
282,66,457.5,391.32,1
283,26,49.2,174.92,0
284,71,160.86,488.87,1
285,22,126.1,283.14,0
286,23,417.69,429.15,1
287,26,465.93,224.3,1
288,25,435.12,166.16,1
289,65,465.03,213.44,1
290,69,293.12,445.43,1
291,24,310.53,127.45,0
292,65,202.48,275.27,0
293,68,57.06,331.64,0
294,36,293.7,12.3,0
295,46,200.74,123.66,0
296,85,348.66,42.76,0
297,47,259.38,302.17,1
298,84,81.8,163.01,0
299,67,472.8,395.74,1
300,79,444.04,431.13,1
301,32,302.42,198.04,0
302,29,219.73,351.99,1
303,69,64.7,449.08,0
304,84,437.08,339.02,1
305,57,336.62,237.21,1
306,49,468.15,328.43,1
307,41,64.79,138.56,0
308,80,488.79,487.7,1
309,57,75.5,436.1,0
310,76,287.43,52.11,0
311,48,444.99,262.41,1
312,66,51.35,422.47,0
313,88,368.27,185.08,1
314,62,245.13,453.59,1
315,37,52.77,401.44,0
316,58,343.38,308.53,1
317,62,209.02,398.29,1
318,59,87.9,427.42,0
319,82,304.23,330.35,1
320,62,491.72,299.96,1
321,56,374.2,447.7,1
322,93,308.49,380.1,1
323,46,412.27,215.15,1
324,22,290.99,209.7,0
325,92,464.08,57.69,1
326,83,198.4,456.91,1
327,68,366.46,492.97,1
328,89,181.9,242.57,0
329,25,71.21,55.35,0
330,75,75.32,179.75,0
331,26,38.3,260.0,0
332,87,283.83,35.65,0
333,41,327.76,60.93,0
334,52,60.91,470.14,1
335,45,292.91,171.93,0
336,72,496.51,301.2,1
337,81,282.25,216.46,0
338,61,393.81,117.34,0
339,24,234.62,112.82,0
340,45,399.39,66.55,0
341,77,341.42,318.66,1
342,37,73.11,209.73,0
343,36,474.04,468.42,1
344,86,66.41,109.08,0
345,51,443.1,151.69,1
346,30,181.49,50.28,0
347,72,123.03,429.08,1
348,83,493.85,183.05,1
349,43,466.56,329.29,1
350,93,65.72,394.73,0
351,64,369.83,127.38,0
352,55,99.57,356.39,0
353,70,84.95,437.53,1
354,37,456.8,255.32,1
355,62,282.81,235.07,0
356,64,89.37,265.93,0
357,82,232.33,307.21,1
358,65,260.49,77.02,0
359,31,348.33,73.13,0
360,50,368.19,499.28,1
361,50,374.0,67.33,0
362,75,423.11,199.47,1
363,85,210.51,245.9,0
364,82,240.32,245.47,0
365,94,396.98,457.03,1
366,76,413.87,209.66,1
367,34,466.45,465.49,1
368,23,324.86,11.84,0
369,82,96.26,111.4,0
370,88,229.16,110.98,0
371,57,405.14,124.76,1
372,42,181.26,148.69,0
373,50,189.94,417.71,1
374,88,326.9,489.83,1
375,65,98.73,210.73,0
376,43,301.35,49.61,0
377,91,46.14,72.62,0
378,71,131.64,337.6,0
379,63,219.71,38.54,0
380,50,399.2,281.93,1
381,94,110.71,376.43,0
382,67,88.53,290.91,0
383,62,437.14,490.75,1
384,76,41.78,190.31,0
385,59,155.56,400.47,1
386,79,406.74,23.25,0
387,27,33.18,268.2,0
388,65,96.02,186.55,0
389,70,53.17,416.37,0
390,64,89.13,167.64,0
391,33,137.44,95.41,0
392,55,183.52,427.75,1
393,71,368.18,366.5,1
394,69,439.34,45.68,0
395,21,428.39,44.36,0
396,80,183.05,395.94,1
397,90,94.38,232.03,0
398,24,56.2,337.75,0
399,37,373.89,274.72,1
400,40,125.19,108.82,0
401,42,392.48,370.59,1
402,33,390.76,498.52,1
403,92,316.96,463.39,1
404,49,94.81,491.93,1
405,21,459.17,70.73,0
406,42,390.48,277.83,1
407,65,375.96,426.88,1
408,50,382.1,223.12,1
409,87,262.38,207.96,0
410,44,160.17,302.08,0
411,67,262.57,279.2,1
412,89,439.92,410.0,1
413,24,286.66,194.99,0
414,41,49.18,323.24,0
415,84,330.09,339.37,1
416,72,58.56,261.52,0
417,46,142.85,134.21,0
418,49,209.5,368.66,1
419,64,51.97,481.45,1
420,36,201.46,180.58,0
421,37,458.15,23.08,0
422,57,382.02,272.02,1
423,79,125.73,468.11,1
424,79,154.9,325.01,0
425,46,475.94,149.29,1
426,31,148.73,275.08,0
427,38,114.32,368.7,0
428,90,216.32,466.69,1
429,59,277.58,339.02,1
430,22,100.43,249.57,0
431,61,330.65,240.87,1
432,74,320.52,309.13,1
433,54,261.05,129.09,0
434,77,12.09,14.0,0
435,32,438.63,486.3,1
436,89,36.51,226.76,0
437,51,121.42,443.94,1
438,66,469.73,72.28,1
439,76,493.69,66.68,1
440,63,177.16,398.8,1
441,85,417.85,424.61,1
442,38,141.8,443.66,1
443,60,56.8,91.86,0
444,86,196.17,86.96,0
445,54,312.87,33.91,0
446,73,178.68,12.26,0
447,63,350.03,373.89,1
448,28,163.97,437.58,1
449,76,217.45,292.85,1
450,62,27.45,457.08,0
451,71,280.86,57.47,0
452,62,448.25,255.85,1
453,42,254.41,67.0,0
454,86,191.7,445.71,1
455,23,354.25,432.95,1
456,34,161.85,47.31,0
457,76,206.37,119.61,0
458,49,305.94,346.68,1
459,83,425.45,390.34,1
460,84,30.02,253.1,0
461,39,198.65,182.93,0
462,92,403.71,132.88,1
463,51,234.14,73.43,0
464,27,294.92,208.85,0
465,45,79.57,18.14,0
466,81,228.76,408.5,1
467,40,140.55,41.93,0
468,27,96.48,324.8,0
469,39,210.25,74.52,0
470,44,33.15,325.1,0
471,38,93.85,148.83,0
472,81,486.89,277.14,1
473,25,404.92,201.35,1
474,66,154.78,357.16,0
475,87,109.74,256.43,0
476,27,297.24,136.66,0
477,43,333.28,113.93,0
478,59,213.85,222.31,0
479,36,169.65,414.61,1
480,44,167.99,494.21,1
481,48,157.81,215.57,0
482,20,100.14,499.57,1
483,77,483.93,322.13,1
484,39,444.05,141.87,1
485,38,15.54,94.25,0
486,57,289.98,247.96,1
487,37,39.08,315.79,0
488,51,404.58,235.49,1
489,63,482.81,291.92,1
490,44,430.22,351.91,1
491,58,277.65,103.68,0
492,20,366.19,434.18,1
493,34,74.65,401.49,0
494,57,85.21,350.44,0
495,24,436.39,310.54,1
496,81,484.17,405.85,1
497,89,366.87,70.77,0
498,81,321.95,163.06,0
499,46,499.19,173.99,1
500,26,84.11,443.74,0
501,93,459.76,415.3,1
502,38,46.92,477.1,0
503,75,418.59,357.02,1
504,53,134.29,363.28,0
505,80,262.08,29.65,0
506,51,451.12,33.31,0
507,23,174.93,258.63,0
508,51,383.0,120.58,0
509,70,488.05,11.26,0
510,47,370.94,272.72,1
511,83,84.77,103.32,0
512,75,214.08,491.21,1
513,24,91.58,183.47,0
514,76,115.69,235.48,0
515,29,26.71,345.98,0
516,69,378.85,331.04,1
517,43,376.41,431.74,1
518,55,332.45,341.63,1
519,51,296.78,98.69,0
520,75,214.64,458.39,1
521,94,203.06,331.49,1
522,60,321.18,222.88,1
523,37,439.27,47.54,0
524,28,386.83,298.0,1
525,79,379.01,37.65,0
526,21,308.08,109.9,0
527,85,146.43,387.84,1
528,86,201.96,250.25,0
529,81,36.58,125.74,0
530,34,132.24,292.37,0
531,27,172.3,12.3,0
532,24,145.46,89.57,0
533,63,63.86,222.29,0
534,57,116.78,315.14,0
535,41,20.16,458.54,0
536,94,40.69,217.38,0
537,47,465.27,153.32,1
538,30,369.23,250.7,1
539,60,184.44,208.41,0
540,80,25.84,74.03,0
541,42,212.53,481.04,1
542,26,229.39,241.87,0
543,20,336.96,31.67,0
544,25,142.3,441.88,1
545,21,168.36,498.22,1
546,49,307.55,384.73,1
547,72,135.21,136.18,0
548,73,486.15,152.19,1
549,88,56.71,424.9,0
550,88,151.96,370.58,1
551,94,382.97,15.6,0
552,20,131.52,208.58,0
553,74,240.69,315.84,1
554,48,193.5,475.75,1
555,73,368.47,428.74,1
556,43,219.23,412.45,1
557,72,372.13,379.15,1
558,39,301.59,209.86,0
559,92,148.18,215.03,0
560,25,96.95,152.82,0
561,76,108.22,263.66,0
562,81,128.86,194.28,0
563,67,444.72,241.93,1
564,94,178.52,134.84,0
565,75,277.38,155.74,0
566,26,112.05,244.81,0
567,42,34.01,64.48,0
568,39,226.12,192.76,0
569,85,413.01,336.82,1
570,81,372.07,128.46,0
571,78,26.67,140.78,0
572,21,91.73,433.57,0
573,63,475.74,382.3,1
574,89,460.12,465.52,1
575,51,106.33,71.72,0
576,53,492.78,156.42,1
577,23,246.02,316.61,1
578,42,72.51,451.71,0
579,38,428.33,27.04,0
580,50,265.41,120.62,0
581,47,370.62,390.74,1
582,21,65.3,223.23,0
583,25,235.26,57.39,0
584,46,107.32,315.32,0
585,46,362.29,83.23,0
586,48,253.8,310.85,1
587,93,302.45,228.17,1
588,59,39.55,146.14,0
589,29,274.42,138.98,0
590,37,375.23,190.39,1
591,92,287.46,292.37,1
592,24,111.78,491.26,1
593,79,37.59,103.42,0
594,87,454.77,495.64,1
595,70,357.19,381.05,1
596,47,352.88,85.14,0
597,61,468.31,168.1,1
598,41,290.68,387.37,1
599,69,435.49,388.42,1
600,57,15.28,162.76,0
601,40,199.23,193.51,0
602,92,65.67,29.76,0
603,29,492.06,26.36,0
604,82,24.03,383.62,0
605,71,95.93,33.93,0
606,54,37.66,171.77,0
607,82,331.39,304.18,1
608,26,182.16,350.95,0
609,24,195.88,299.81,0
610,24,138.08,363.32,0
611,20,395.1,132.14,0
612,88,184.69,447.84,1
613,46,253.5,60.35,0
614,51,469.87,353.42,1
615,60,166.92,12.08,0
616,59,399.28,181.93,1
617,48,47.25,104.46,0
618,31,16.8,359.8,0
619,29,175.49,44.7,0
620,63,121.77,225.12,0
621,35,347.25,249.03,1
622,82,78.05,222.02,0
623,83,48.06,454.34,1
624,78,285.3,243.0,1
625,88,125.88,273.87,0
626,91,480.35,12.12,1
627,38,371.13,135.71,0
628,45,170.66,37.94,0
629,78,45.35,220.29,0
630,45,303.43,393.65,1
631,40,221.9,422.09,1
632,71,475.11,172.93,1
633,42,473.62,329.15,1
634,37,48.67,241.92,0
635,29,12.01,292.67,0
636,42,246.49,203.11,0
637,76,95.78,197.92,0
638,51,150.32,118.76,0
639,94,235.05,240.13,0
640,91,193.84,127.89,0
641,79,183.09,41.75,0
642,91,230.02,28.49,0
643,20,343.38,300.17,1
644,44,264.36,386.4,1
645,22,443.73,24.15,0
646,78,373.67,261.97,1
647,23,405.6,474.44,1
648,36,331.88,120.59,0
649,64,63.63,63.51,0
650,69,460.31,472.75,1
651,31,333.54,429.29,1
652,42,487.52,56.31,1
653,34,448.29,366.71,1
654,92,224.08,473.86,1
655,93,397.02,67.2,0
656,46,11.38,322.11,0
657,43,407.29,206.23,1
658,29,126.32,440.72,1
659,56,413.36,361.15,1
660,48,121.9,164.08,0
661,28,289.72,426.42,1
662,76,304.64,117.8,0
663,89,146.25,292.07,0
664,26,482.94,82.08,1
665,54,25.28,421.37,0
666,71,330.61,62.56,0
667,61,456.16,79.4,1
668,20,74.57,55.75,0
669,66,131.68,486.12,1
670,21,224.12,269.74,0
671,62,355.74,491.54,1
672,45,407.85,157.61,1
673,50,89.75,72.85,0
674,67,387.75,131.16,1
675,91,75.26,126.39,0
676,27,285.1,336.14,1
677,59,472.06,219.22,1
678,40,158.25,38.07,0
679,37,400.01,191.41,1
680,84,294.51,438.26,1
681,47,18.54,439.22,0
682,90,372.34,473.27,1
683,90,134.76,408.04,1
684,37,296.01,320.99,1
685,86,226.94,95.05,0
686,82,161.83,491.81,1
687,73,366.98,255.87,1
688,55,121.06,144.73,0
689,40,323.69,307.17,1
690,24,60.75,178.43,0
691,26,315.94,64.58,0
692,26,350.68,486.79,1
693,33,468.5,476.42,1
694,63,408.83,121.23,1
695,59,184.47,388.75,1
696,71,233.85,185.15,0
697,24,58.73,480.92,0
698,34,412.2,475.99,1
699,65,284.39,403.98,1
700,72,339.09,59.86,0
701,67,326.44,291.41,1
702,79,390.94,33.98,0
703,27,445.08,208.82,1
704,58,429.64,390.31,1
705,51,312.49,382.25,1
706,58,460.81,304.79,1
707,23,312.05,494.49,1
708,48,366.84,163.43,0
709,27,81.32,70.37,0
710,36,345.97,283.67,1
711,55,314.35,462.7,1
712,74,332.94,131.34,0
713,52,103.7,390.21,0
714,27,22.02,380.39,0
715,31,84.83,141.35,0
716,68,338.19,54.8,0
717,40,295.11,299.66,1
718,69,333.01,55.27,0
719,38,267.29,67.41,0
720,31,117.09,46.07,0
721,75,241.25,250.64,0
722,52,241.94,167.07,0
723,45,215.34,230.83,0
724,45,78.82,87.94,0
725,78,164.69,82.88,0
726,49,108.62,419.55,0
727,54,265.88,215.54,0
728,80,484.01,317.14,1
729,51,197.09,370.43,1
730,35,80.46,486.73,1
731,81,422.33,461.79,1
732,93,366.51,233.62,1
733,26,253.12,69.92,0
734,42,364.82,386.26,1
735,82,44.51,398.28,0
736,84,132.54,433.12,1
737,90,101.26,209.27,0
738,38,469.61,124.7,1
739,66,166.04,410.15,1
740,31,226.67,113.19,0
741,85,69.47,349.44,0
742,38,328.54,322.42,1
743,40,12.82,119.01,0
744,93,292.87,380.09,1
745,73,328.89,341.76,1
746,41,45.62,381.81,0
747,68,317.9,152.51,0
748,80,345.74,341.85,1
749,75,357.51,450.74,1
750,34,266.31,374.77,1
751,78,498.06,428.02,1
752,26,49.11,143.35,0
753,83,326.25,24.94,0
754,94,51.22,28.74,0
755,73,100.21,268.04,0
756,86,378.57,232.73,1
757,23,291.8,32.77,0
758,42,214.48,483.31,1
759,34,176.41,106.66,0
760,45,235.39,169.84,0
761,21,399.99,109.68,0
762,88,104.42,300.37,0
763,26,377.37,323.17,1
764,46,177.99,89.79,0
765,20,490.3,275.93,1
766,56,187.93,403.59,1
767,86,82.41,128.5,0
768,86,133.72,396.77,1
769,54,195.95,496.3,1
770,86,484.27,315.7,1
771,91,93.63,354.57,0
772,37,54.14,415.14,0
773,21,364.64,386.26,1
774,77,41.03,384.5,0
775,92,212.88,298.22,1
776,47,459.82,399.17,1
777,32,222.93,352.22,1
778,82,334.32,322.24,1
779,56,192.11,189.51,0
780,82,136.19,467.22,1
781,58,370.46,36.31,0
782,84,331.96,129.49,0
783,84,111.26,164.53,0
784,50,161.16,360.24,0
785,26,144.36,430.32,1
786,86,404.55,398.74,1
787,77,294.82,43.66,0
788,90,296.81,455.77,1
789,31,371.22,300.49,1
790,59,216.0,367.12,1
791,64,244.21,215.22,0
792,27,305.61,289.5,1
793,68,338.5,203.82,1
794,81,226.29,373.94,1
795,31,245.0,173.76,0
796,66,158.65,338.72,0
797,44,105.62,122.23,0
798,43,180.43,312.98,0
799,86,349.02,233.87,1
800,28,357.86,240.81,1
801,58,434.76,126.16,1
802,28,333.59,213.03,0
803,91,75.68,182.84,0
804,47,152.08,151.62,0
805,87,257.11,224.44,0
806,23,227.27,299.32,0
807,25,214.67,249.01,0
808,84,445.94,132.25,1
809,92,236.67,442.42,1
810,27,130.71,252.36,0
811,82,442.85,163.57,1
812,57,62.64,40.8,0
813,60,154.78,433.17,1
814,77,303.21,488.5,1
815,77,452.18,119.69,1
816,84,466.8,324.84,1
817,46,15.16,383.78,0
818,92,128.56,414.8,1
819,70,369.54,421.8,1
820,64,203.46,174.83,0
821,25,97.4,233.11,0
822,54,177.35,238.37,0
823,67,120.0,83.85,0
824,34,29.74,393.8,0
825,63,211.48,47.36,0
826,56,237.63,343.47,1
827,75,352.28,111.57,0
828,54,86.67,126.02,0
829,78,180.56,437.15,1
830,24,248.38,190.63,0
831,83,225.43,183.99,0
832,28,36.54,232.36,0
833,47,40.64,472.08,0
834,61,433.57,457.52,1
835,82,100.63,143.91,0
836,76,244.61,154.01,0
837,67,67.84,177.63,0
838,23,25.93,212.19,0
839,82,41.15,47.08,0
840,68,476.36,460.56,1
841,66,287.27,138.93,0
842,33,132.35,101.28,0
843,82,67.63,237.58,0
844,44,39.71,297.36,0
845,45,148.54,259.54,0
846,75,141.39,101.87,0
847,46,59.64,135.74,0
848,68,279.55,389.18,1
849,21,410.4,40.67,0
850,51,227.26,328.42,1
851,74,415.44,120.31,1
852,36,426.28,18.52,0
853,85,102.38,150.89,0
854,25,288.49,247.98,0
855,37,81.3,96.17,0
856,66,59.56,430.55,0
857,25,324.17,481.02,1
858,50,467.44,433.83,1
859,62,271.35,153.34,0
860,79,449.81,186.07,1
861,68,486.86,332.37,1
862,52,333.6,190.81,0
863,22,145.82,364.74,0
864,85,54.88,423.23,0
865,68,107.84,457.05,1
866,88,463.83,108.6,1
867,68,205.22,161.54,0
868,24,468.33,231.38,1
869,64,201.78,39.41,0
870,43,377.45,261.93,1
871,85,11.16,84.32,0
872,22,180.31,245.29,0
873,94,449.71,482.98,1
874,35,41.9,467.07,0
875,28,184.47,415.78,1
876,44,72.3,50.01,0
877,25,367.57,465.03,1
878,21,427.77,149.15,1
879,70,33.98,474.51,0
880,64,326.42,166.58,0
881,59,383.09,30.42,0
882,53,79.08,105.01,0
883,80,85.01,231.98,0
884,74,93.45,498.09,1
885,42,366.26,309.77,1
886,42,144.7,456.49,1
887,82,350.06,275.87,1
888,44,45.95,95.25,0
889,94,372.45,488.79,1
890,23,344.65,24.72,0
891,20,219.83,279.08,0
892,85,227.19,377.13,1
893,36,451.35,67.86,0
894,54,101.94,409.36,0
895,42,216.71,214.99,0
896,31,242.56,144.53,0
897,74,89.5,188.08,0
898,54,156.74,434.12,1
899,84,91.45,378.81,0
900,90,41.39,164.45,0
901,59,437.67,131.93,1
902,34,182.83,408.31,1
903,72,189.46,379.15,1
904,84,323.71,235.43,1
905,40,102.78,492.22,1
906,28,259.25,279.58,0
907,93,391.25,53.34,0
908,80,138.66,157.14,0
909,66,91.82,46.85,0
910,83,139.49,323.15,0
911,68,486.98,363.99,1
912,41,452.84,156.8,1
913,36,353.12,199.06,1
914,54,214.23,231.55,0
915,34,164.27,311.73,0
916,79,209.08,210.67,0
917,64,82.17,483.44,1
918,46,357.71,326.69,1
919,60,50.71,128.77,0
920,84,212.11,118.81,0
921,36,406.07,103.35,0
922,73,296.39,95.22,0
923,31,427.62,19.33,0
924,28,52.75,412.47,0
925,65,373.49,492.87,1
926,83,130.43,28.99,0
927,76,295.8,194.54,0
928,21,347.77,214.54,1
929,71,457.33,66.97,1
930,30,202.91,32.75,0
931,32,266.72,360.09,1
932,59,106.95,133.11,0
933,93,334.68,134.96,0
934,81,217.3,422.17,1
935,79,364.97,142.92,1
936,58,352.04,187.09,1
937,26,95.2,303.29,0
938,69,10.02,17.3,0
939,87,374.65,104.45,0
940,77,349.02,25.01,0
941,24,209.57,259.04,0
942,36,100.31,499.6,1
943,86,287.13,65.38,0
944,39,484.74,88.77,1
945,45,439.22,79.68,0
946,60,174.49,310.7,0
947,53,226.81,255.43,0
948,38,208.63,254.58,0
949,69,360.95,255.69,1
950,54,363.62,120.22,0
951,68,182.07,139.32,0
952,65,447.69,229.28,1
953,63,212.35,489.74,1
954,29,188.47,420.37,1
955,70,68.28,204.66,0
956,59,199.02,90.38,0
957,89,120.48,212.33,0
958,62,49.63,44.88,0
959,77,364.55,262.57,1
960,83,167.84,18.74,0
961,25,208.27,325.9,0
962,81,297.98,42.87,0
963,30,212.52,353.53,1
964,59,265.82,383.39,1
965,81,379.17,439.77,1
966,67,206.21,190.81,0
967,76,331.19,484.29,1
968,82,272.64,35.76,0
969,21,457.16,383.77,1
970,88,230.25,175.09,0
971,32,188.81,13.96,0
972,24,118.89,383.62,0
973,79,441.82,22.54,0
974,41,357.09,499.3,1
975,74,181.96,316.6,0
976,81,359.43,441.98,1
977,35,85.72,247.67,0
978,23,311.82,309.0,1
979,65,63.26,243.47,0
980,48,76.53,123.84,0
981,52,314.15,364.28,1
982,91,494.96,382.44,1
983,84,299.8,440.08,1
984,35,64.38,165.18,0
985,59,166.52,89.27,0
986,25,335.86,212.17,0
987,54,265.39,174.29,0
988,69,35.48,366.04,0
989,74,33.9,361.59,0
990,61,476.47,153.46,1
991,68,467.76,302.64,1
992,37,219.6,334.72,1
993,61,120.54,348.02,0
994,29,469.07,171.29,1
995,33,257.9,46.63,0
996,84,231.2,162.72,0
